COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,48.3,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,48.3,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,49.6,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.2,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.1,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.1,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.8,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1.6,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.2,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.5,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,2.8,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,85.6,E,Estimated value
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,84.9,E,Estimated value
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,84.1,E,Estimated value
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,87,E,Estimated value
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,74.1,E,Estimated value
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,73.6,E,Estimated value
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,71.6,E,Estimated value
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,75,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1.7,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.2,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.3,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.8,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1.3,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,1.3,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.8,E,Estimated value
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,6,E,Estimated value
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,71.3,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,70.9,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,68.6,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,69.4,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,54.6,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,54.4,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,54.3,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,54.1,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,3.3,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,3.7,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.2,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,4.5,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.9,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,3.2,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.4,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,4.9,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,64.8,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,64.9,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,64.5,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,64.2,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,44.6,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,44.6,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,44.4,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,44.3,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,5.3,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,4.8,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.6,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,5.7,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,5.4,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,5.2,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.1,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,5.4,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,87.1,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,87.5,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,86.7,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,87.2,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,66.7,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,66.6,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,66.2,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,66.4,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.2,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.6,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.8,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,2.9,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1.9,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,1.8,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,2.3,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,78,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,78.1,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,77.1,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,77.9,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,56.1,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,56.6,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,55.5,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,55.3,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,3.7,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,3.8,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.9,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.4,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.1,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.1,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.7,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,49.8,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,48.9,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,46.1,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,46.5,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,37.9,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,38.7,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,40.6,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,41.8,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,5.1,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,6.4,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,4.7,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,4.2,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,3.9,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,3.4,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.6,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.5,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,75.8,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,75.5,B,Break
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,39.9,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,39.9,B,Break
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.3,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2,B,Break
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1.3,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,1.1,B,Break
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,79.1,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,79.9,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,79.2,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,79.5,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,61.8,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,62.4,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,62.4,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,62.5,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.8,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.4,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.5,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,2.8,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.6,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.8,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.5,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.3,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,81.9,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,83.2,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,82.2,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,81.4,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,71.6,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,72.6,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,70.1,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,71.2,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.9,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.9,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,2.5,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.6,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,2.7,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,2.1,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,3.1,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,3.5,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,77.3,u,Low reliability
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,76.7,u,Low reliability
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,76.1,u,Low reliability
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,75.8,u,Low reliability
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,69.3,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,69.7,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,69.3,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2020,Q3-2020,PC,Percentage,0,Units,,,69,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,1.8,u,Low reliability
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2020,Q1-2020,PC,Percentage,0,Units,,,1.9,u,Low reliability
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2020,Q2-2020,PC,Percentage,0,Units,,,1.7,u,Low reliability
